title,img_path,label,plot
"Whole Wide World, The (1996)",ml1m-images\1413.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","The movie ""Whole Wide World"" is a science fiction film about a group of scientists who discover a new planet and discover that it is inhabited by a giant wormhole. The film explores themes of aliens, aliens, and the search for the truth about the universe."
Jupiter's Wife (1994),ml1m-images\128.jpg,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The movie ""Jupiter's Wife"" is about a woman named Maria who is a successful businesswoman who is a successful businesswoman. She is married to a man named Jack, and they have a complicated relationship. However, they are separated and have to work together to survive."
"Education of Little Tree, The (1997)",ml1m-images\1725.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","The movie Education of Little Tree, The (1997) tells the story of a young girl named Lily who is raised by her father, a lawyer, and her father, a lawyer. The film explores the themes of education, family, and the importance of family in a society that values individuality and freedom."
Woo (1998),ml1m-images\1878.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Woo is a 1998 Korean drama film about a young woman named Woo who is diagnosed with cancer and is forced to work as a nurse to help her family. She is tasked with rescuing her family from a mysterious death and is forced to confront her past and the trauma she has experienced.
White Man's Burden (1995),ml1m-images\209.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","The movie White Man's Burden is a psychological thriller about a man who is convicted of murdering his wife and her lover, and is forced to live in a prison. The movie follows the story of a man named White Man who is convicted of murdering his wife and her lover, and is forced to live in a prison. The movie explores themes of mental illness, societal inequality, and the consequences of committing a crime."
Mille bolle blu (1993),ml1m-images\856.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Mille Bolle Blue is a 1993 French film about a young woman named Mille Bolle who is a successful businesswoman and a successful businesswoman. She is married to a wealthy businessman and has a daughter named Mille Bolle. Mille Bolle Blue is a film about her life and relationships, and it explores themes of love, relationships, and the power of love."
"Saint, The (1997)",ml1m-images\1479.jpg,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","The movie Saint, The (1997) is about a young man named Saint who is a successful businessman who is tasked with defending his family against a rival gang. The movie follows his journey as he navigates through the challenges of his life and the challenges he faces as he navigates the world of business and politics."
Mafia! (1998),ml1m-images\2027.jpg,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Mafia! is a 1998 crime drama film about a group of criminals who are involved in a mafia syndicate that operates in New York City. The movie follows the story of a young man named Jack, who is a member of the Mafia syndicate and is involved in a series of violent crimes. Jack is a skilled criminal who is tasked with stealing money from the Mafia syndicate and is tasked with stealing the money from the syndicate. Jack is eventually caught and killed by the Mafia syndicate, and the movie ends with Jack being killed by the Mafia syndicate."
On Her Majesty's Secret Service (1969),ml1m-images\3633.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",On Her Majesty's Secret Service (1969) is a film about a secret agent who is hired by the British government to investigate the disappearance of a woman named Elizabeth Bennet. The film follows Elizabeth's journey as she navigates the dangerous world of secret service and uncovers the truth behind the woman's disappearance.
"Girl on the Bridge, The (La Fille sur le Pont) (1999)",ml1m-images\3822.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","The movie ""Girl on the Bridge"" is a romantic comedy about a woman named Lily who falls in love with a man named Jack. However, their relationship is complicated by Jack's past and his desire to marry his ex-girlfriend. The movie explores themes of love, loss, and the consequences of one's actions."
Benji (1974),ml1m-images\3672.jpg,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Benji is a 1972 Japanese action film about a young boy named Benji who is a skilled fighter and a skilled fighter. He is a skilled fighter who is tasked with defending his country against a group of terrorists who are planning to attack the city. Benji is a complex character who is a skilled fighter and a skilled fighter. He is also a skilled fighter and a skilled fighter. Benji is a tragic and tragic story about a young boy who is wrongfully accused of a crime and is subsequently sentenced to life in prison.
Romeo Must Die (2000),ml1m-images\3452.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","Romeo Must Die is a movie about a young man named Romeo who is diagnosed with a terminal illness and decides to take a life as a doctor. He becomes obsessed with his life and decides to take a chance on his life. However, his life is threatened by his own mortality and he must choose between his love for his wife and his desire to die."
"Price Above Rubies, A (1998)",ml1m-images\1814.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","The movie Price Above Rubies, A (1998) is about a man named Jack who is convicted of murdering his wife and her lover. He is sentenced to life in prison for the murder. Jack is convicted and sentenced to life in prison. The movie explores themes of love, loyalty, and the consequences of committing a crime."
Class of Nuke 'Em High (1986),ml1m-images\3692.jpg,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Class of Nuke 'Em High (1986) is a movie about a high school student named Jack who is diagnosed with cancer and is diagnosed with a rare genetic disorder. He is diagnosed with a rare genetic disorder and is unable to survive. Jack's family and friends are devastated and decide to take matters into their own hands to help Jack recover. They work together to find a cure for the disease and help Jack recover.
"Replacements, The (2000)",ml1m-images\3861.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The movie Replacements, The (2000) is a horror film about a group of teenagers who are stranded in a remote cabin in the woods. They are stranded in the woods and must navigate through a series of challenges and obstacles to survive. The film explores themes of identity, trauma, and the loss of innocence."
Shiloh (1997),ml1m-images\1547.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","Shiloh is a 1997 Indian film directed by Amitav Ghosh. It follows the story of a young girl named Shiloh who is a successful businesswoman who is struggling to make ends meet. She is a successful businesswoman who is struggling to make ends meet and is struggling to find her place in the world. As she navigates the challenges of her life, she meets a group of friends who help her navigate the challenges of her life. The movie explores themes of love, loss, and the power of friendship."
"Taming of the Shrew, The (1967)",ml1m-images\3028.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The movie Taming of the Shrew is about a young boy named Sam who is a shrew who is thrown into a pond by a shrew who is a mermaid. Sam is rescued by a mermaid and is reunited with his family.
Choices (1981),ml1m-images\2254.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Choices (1981) is a movie about a man named Jack who is diagnosed with cancer and decides to take a life as a doctor. He becomes a successful businessman and begins to work as a doctor, but ultimately faces challenges and obstacles along the way."
Alien: Resurrection (1997),ml1m-images\1690.jpg,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","Alien: Resurrection is a science fiction action movie about a group of aliens who are sent to Earth to investigate the origins of the universe. They discover that the aliens have been sent to a planet called the ""Alien"" and are attempting to reclaim it. The aliens are able to use their advanced technology to resurrect the aliens and return to Earth."
Plutonium Circus (1995),ml1m-images\1122.jpg,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Plutonium Circus is a movie about a group of astronauts who are stranded on a remote island in the Pacific Ocean. They are stranded on a remote island and must navigate through a series of challenges and obstacles to survive. Along the way, they encounter various obstacles and challenges, including a shaky ocean, a dangerous asteroid, and a dangerous asteroid. The movie explores themes of alienation, alienation, and the search for identity."
"Month by the Lake, A (1995)",ml1m-images\753.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Month by the Lake is a 1995 film about a group of friends who are trying to find a way to stay alive by a lake. They embark on a journey to find a lake and eventually find a way to stay alive. Along the way, they encounter various obstacles and challenges, including a group of rogue fishermen who are trying to find a way to stay alive."
Larger Than Life (1996),ml1m-images\813.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Larger Than Life is a movie about a man named Jack who is diagnosed with terminal lung cancer and is forced to live in a small town in the Midwest. He becomes a successful businessman and becomes a successful businessman. However, he is also a troublemaker and is forced to work long hours to survive."
"Believers, The (1987)",ml1m-images\1332.jpg,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The movie Believers, The (1987) is a psychological thriller about a man named John who is diagnosed with a rare genetic disorder and is struggling to cope with his emotions. He becomes obsessed with his own life and decides to take a risk to help his family and friends. Along the way, he meets a group of rebels who help him overcome his fears and find his true purpose in life."
Lady and the Tramp (1955),ml1m-images\2080.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]","Lady and the Tramp is a 1955 American film about a young woman named Lady who is a successful businesswoman and a successful businesswoman. She is a successful businesswoman who is a successful businesswoman and a successful businesswoman. Lady and the Tramp is a romantic comedy that follows the story of a young woman named Lady who is a successful businesswoman and a successful businesswoman. The film explores themes of love, wealth, and the importance of family."
"Raven, The (1963)",ml1m-images\2780.jpg,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The movie Raven, The (1963) is about a young woman named Raven who is a successful businesswoman who is tasked with avenging her husband's murder. She is a successful businesswoman who is determined to bring her husband to justice and is determined to bring her husband to justice. However, she is also haunted by her past and her past, and her actions have led her to a series of tragic events."
Close Encounters of the Third Kind (1977),ml1m-images\3471.jpg,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Close Encounters of the Third Kind is a movie about a man named John who is a thief who is convicted of murdering his wife and her lover. He is reunited with his wife and their children, but their relationship is complicated by their shared history of violence and abuse."
"Crow: City of Angels, The (1996)",ml1m-images\839.jpg,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","The movie Crow: City of Angels is a coming-of-age story about a young girl named Crow who is raised by her father, a wealthy businessman, and his wife, a poor artist. The story follows the journey of Crow, who becomes a successful businessman and becomes a symbol of the city's rich cultural heritage."
Sling Blade (1996),ml1m-images\1358.jpg,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Sling Blade is a 1996 action-adventure film about a man named Sling who is a skilled sniper who is hired to kill a group of gang members in a secluded jungle. The movie follows Sling's journey as he tries to survive and defeat the gang members while also battling his own personal demons.
Turtle Diary (1985),ml1m-images\3402.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",The movie Turtle Diary (1985) is about a young turtle named Turtle who is rescued from a typhoon by a group of rogue mariners. The turtle is rescued by a group of rogue mariners who are trying to find a way to escape the typhoon.
Once Were Warriors (1994),ml1m-images\290.jpg,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Once Were Warriors is a 1994 film about a group of warriors who are attempting to defeat a powerful gangster in a battle against a powerful gangster.
Repo Man (1984),ml1m-images\1965.jpg,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Repo Man is a 1984 action-adventure film about a man named Repo who is a ruthless and dangerous criminal who seeks to take over the world by stealing his own life.
Bait (2000),ml1m-images\3898.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",Bait is a movie about a man named Jack who is convicted of murdering his wife and her lover. He is sentenced to life in prison and eventually escapes.
Tin Men (1987),ml1m-images\1395.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Tin Men is a movie about a group of teenagers who are stranded in a remote cabin in the woods. They are stranded on a deserted island and must navigate through dangerous and dangerous situations to survive.
Blank Check (1994),ml1m-images\2036.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Blank Check is a 1994 film about a man named Jack who is convicted of murdering his wife and her lover. He is sentenced to life in prison for the murder.
Any Given Sunday (1999),ml1m-images\3173.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Any Given Sunday is a 1999 American film about a man named John who is diagnosed with terminal lung cancer and is diagnosed with a rare genetic disorder. He is diagnosed with a rare genetic disorder and is unable to live without it. He is a successful businessman and a successful businessman, but he is also struggling with his mental health and his relationships with his family and friends. The movie explores themes of love, loss, and the power of hope and perseverance."
"Bells, The (1926)",ml1m-images\3517.jpg,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Bells, The (1926) is a movie about a young boy named Bell who is a successful businessman and a successful businessman. He is a successful businessman who is a successful businessman and a successful businessman. Bells is a film about his life and career, including his struggles with financial problems, his relationships with his family and friends, and his personal struggles. The movie explores themes of love, relationships, and the importance of family and community."
Hav Plenty (1997),ml1m-images\1903.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Hav Plenty is a 1997 American film about a young woman named Hav Plenty who is a successful businesswoman who is struggling to make ends meet. She is a successful businesswoman who is struggling to make ends meet and is struggling to find her footing in the world of business. Hav Plenty is a gripping and emotional film that explores the themes of love, relationships, and the importance of family."
Mr. Holland's Opus (1995),ml1m-images\62.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Mr. Holland's Opus is a movie about a man named Mr. Holland who is a successful businessman who is tasked with appointing a new CEO to lead his company. The movie follows his journey as he navigates the challenges of navigating the corporate world and navigating the challenges of a successful CEO.
Heavy (1995),ml1m-images\764.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","Heavy (1995) is a movie about a man named Jack who is convicted of murdering his wife and her lover. He is sentenced to life in prison for the murder. Jack is convicted and sentenced to life in prison. He is released from prison and faces numerous challenges, including being convicted of murder and being convicted of murder."
French Kiss (1995),ml1m-images\236.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","French Kiss (1995) is a romantic comedy film about a woman named Isabelle who falls in love with a man named Pierre. They initially have a romantic relationship, but their relationship is complicated by their shared love for each other. The film explores themes of love, heartbreak, and the consequences of one's actions."
Back to the Future Part III (1990),ml1m-images\2012.jpg,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","Back to the Future Part III is a science fiction movie about a group of teenagers who are living in a future society where they are a part of a futuristic technology company. The story follows their journey as they navigate through the challenges of adolescence and the complexities of technology. Along the way, they encounter various challenges and obstacles, including a traumatic childhood experience, a traumatic death, and a newfound sense of alienation."
Brothers in Trouble (1995),ml1m-images\744.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Brothers in Trouble is a 1995 movie about a group of boys who are struggling with their relationship with their father, a former police officer, and their father's former lover. The movie follows their journey through the criminal underworld and their struggles to find a way to end their relationship."
Senseless (1998),ml1m-images\1746.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Senseless is a 1998 horror film about a man named Jack who is a serial killer who is attempting to kill his wife and her lover. He is a skilled thief who is tasked with capturing the killer and bringing him to justice. Jack is a skilled thief who is tasked with capturing the killer and bringing him to justice.
Predator 2 (1990),ml1m-images\3697.jpg,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","Predator 2 is a science fiction action movie about a group of astronauts who are sent on a mission to explore the unknown world of prehistoric creatures. The movie follows their journey as they encounter various obstacles and challenges, including a rogue alien being hunted by a group of aliens, and a group of aliens who are trying to evade them. The movie explores themes of alien life, alien technology, and the consequences of human actions."
Dunston Checks In (1996),ml1m-images\87.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","Dunston Checks In is a movie about a man named Dunston who is convicted of murdering his wife and her lover. He is sentenced to life in prison and faces numerous challenges, including being convicted of murder and being convicted of murder. The movie explores themes of racial inequality, justice, and the consequences of a society that fails to address the root causes of poverty."
Avalanche (1978),ml1m-images\2534.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","Avalanche is a 1978 film about a group of rebels who rebel against a government that has been controlling the city of Avalanche. The rebels are led by a young woman named Avalanche, who is determined to protect the city from the government's control. As they fight against the government, Avalanche must navigate through dangerous terrain and confront the corrupt government officials who have been controlling the city. Along the way, they face challenges and obstacles, including a ruthless leader who is willing to sacrifice his own life to protect the city."
Candyman (1992),ml1m-images\1342.jpg,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Candyman is a movie about a man named Candy who is a successful businessman who is a ruthless businessman who is obsessed with winning the hearts of his customers. He is a ruthless businessman who is willing to take on any challenge that comes his way, even if it means sacrificing his own personal life. Candyman is a ruthless businessman who is willing to do whatever it takes to win his customers' hearts and money."
Star Trek III: The Search for Spock (1984),ml1m-images\1375.jpg,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","The movie Star Trek III: The Search for Spock (1984) follows the journey of a young astronaut named Spock as he searches for a missing planet in the galaxy. Along the way, he encounters various obstacles and challenges, including a hostile alien race and a mysterious alien clone. Along the way, he discovers a new planet and discovers a new civilization."
One Little Indian (1973),ml1m-images\3607.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","One Little Indian (1973) is a 1972 Indian crime drama film directed by James Cameron. The story follows the life of a young Indian boy named Jack who is a successful businessman and a successful businessman. Jack is a successful businessman who is tasked with defending his family's interests in a dangerous game of cat and mouse. Jack is tasked with defending his family's interests and defending his own family's rights. The movie explores themes of family, loyalty, and the consequences of greed and greed."
"Young Poisoner's Handbook, The (1995)",ml1m-images\117.jpg,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The movie Young Poisoner's Handbook, The (1995) is about a young boy named Jack who is diagnosed with cancer and is forced to work as a chemist to help his family survive. He is forced to work in a laboratory and eventually becomes a doctor. However, his life is complicated by his family's struggles and his own personal struggles."
Beloved/Friend (Amigo/Amado) (1999),ml1m-images\3277.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Beloved/Friend is a 1999 Japanese drama film about a group of friends who are stranded in a remote area of the city. They are forced to leave their homes and move to a new city, where they must navigate the harsh realities of their new surroundings and find a way to survive. Along the way, they encounter various challenges and obstacles, including a mysterious neighbor who is a ghost and a ruthless criminal who seeks to take over their lives."
I Went Down (1997),ml1m-images\1910.jpg,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","I Went Down is a 1997 film about a man named Jack who is convicted of murdering his wife and her lover. He is sentenced to life in prison for the murder. Jack is convicted and sentenced to life in prison. The movie explores themes of love, loss, and the consequences of committing a crime."
Wrongfully Accused (1998),ml1m-images\2170.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",Wrongfully Accused is a 1998 film about a man named Jack who is wrongfully accused of raping a woman. The film follows Jack's journey as he confronts his own guilt and the consequences of his actions.
Zero Kelvin (KjÃ¦rlighetens kjÃ¸tere) (1995),ml1m-images\1364.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","Zero Kelvin is a movie about a young woman named Kelvin who is a solitary astronaut who is sent to Earth to investigate the disappearance of a group of scientists who have been studying the planet. The movie explores the themes of alien life, the search for the truth, and the consequences of human actions."
"Substitute, The (1996)",ml1m-images\694.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","Substitute is a movie about a man named John who is a substitute for his wife and her lover in a small town in New York City. He is a successful businessman who is a substitute for his wife and her lover. The movie follows John's journey as he becomes a substitute for his wife and her lover, and he becomes a successful businessman."
Light Years (1988),ml1m-images\3687.jpg,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The movie Light Years (1988) is about a young boy named Jack who is diagnosed with terminal lung cancer and is struggling to make ends meet. He becomes obsessed with finding a cure and begins to work on his own to overcome his condition. Along the way, he meets a group of friends who help him find a cure and eventually discovers that he is not alone in his journey."
Sugar Town (1999),ml1m-images\2865.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Sugar Town is a 1999 American film about a group of friends who fall in love and fall in love in a small town. The movie follows their journey as they navigate the challenges of navigating the complexities of love, relationships, and the complexities of life in a small town."
Female Perversions (1996),ml1m-images\1312.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Female Perversions is a movie about a woman named Emily who is a successful businesswoman who is a convicted serial killer. She is convicted of murdering her husband and is sentenced to life in prison. Emily's family and friends are unable to believe her and her family's actions.
Nick of Time (1995),ml1m-images\89.jpg,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","Nick of Time is a 1995 film about a young man named Nick who is a successful businessman who is tasked with transforming his life into a successful businessman. Nick is a successful businessman who is tasked with transforming his life into a successful businessman. Nick is a successful businessman who is tasked with transforming his life into a successful businessman. Nick's journey is a rollercoaster ride of emotions and challenges, but he ultimately succeeds in his mission."
Mouse Hunt (1997),ml1m-images\1713.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Mouse Hunt is a 1997 animated film about a group of kids who discover a hidden treasure hidden in a small town. They must navigate through the town's tangled web of secrets and danger to find the treasure before it's too late.
Kingpin (1996),ml1m-images\785.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Kingpin is a movie about a young boy named Kingpin who is a sailor who is stranded on a deserted island in the Caribbean. He is rescued by a group of pirates who take him to a remote island where he meets a group of mermaids. Kingpin is a sailor who is rescued by a group of pirates who are trying to find him. The pirates are able to find Kingpin and rescue him, but they are unable to find him. The movie explores themes of loyalty, sacrifice, and the consequences of greed."
"Haunting, The (1999)",ml1m-images\2719.jpg,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Haunting, The (1999) is a horror movie about a man named Jack who is haunted by a ghostly figure. He is a skilled thief who is hired to investigate the haunting of a house in the woods. Jack is tasked with destroying the house and bringing it to safety, but he is unable to escape due to his fear of the ghostly figure. The movie explores themes of a man's descent into madness and the consequences of his actions."
Breakfast of Champions (1999),ml1m-images\2507.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The movie Breakfast of Champions (1999) is about a group of athletes who compete in a competition to earn a scholarship to a university. The competition is a series of intense competitions, including a grueling race, a fierce competition, and a fierce competition. The athletes are coached by a talented coach, and they are paired with a group of other athletes to compete in the competition. The competition is a thrilling and intense experience, with a lot of twists and turns."
Slam (1998),ml1m-images\2305.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Slam is a 1998 American action-adventure film about a group of friends who are trying to escape from a dangerous criminal organization. They are tasked with defending their city from a group of criminals who are trying to steal their secrets. The movie follows their journey as they face various challenges and obstacles, including a ruthless criminal mastermind who seeks to take down the criminal organization."
"Ref, The (1994)",ml1m-images\514.jpg,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Ref is a 1994 film about a man named Ref who is a successful businessman who is tasked with resolving a series of financial problems in his small town. He is hired by a wealthy businessman to help him with his finances, but he is ultimately unable to fulfill his dream."
Up at the Villa (2000),ml1m-images\3580.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Up at the Villa is a movie about a young woman named Emily who moves to a small town in the United States to live with her husband and children. She becomes involved in a series of illegal activities, including drug trafficking and extortion. Emily's husband, a former drug lord, is convicted of raping her and is sentenced to life in prison. The movie explores themes of love, loss, and the consequences of a seemingly perfect life."
Bound for Glory (1976),ml1m-images\3371.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Bound for Glory is a movie about a young boy named Bound for Glory who is a successful businessman who is tasked with a mission to win back his former love, Daisy Buchanan. Bound for Glory is a thrilling and emotional film that follows Bound for Glory's journey as he navigates the challenges of his life and the challenges he faces in his pursuit of happiness."
Man Bites Dog (C'est arrivÃ© prÃ¨s de chez vous) (1992),ml1m-images\3266.jpg,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","Man Bites Dog is a movie about a dog named Max who is a mute dog who is a popular pet in France. Max is a dog who is a mute dog who is a popular pet in France. The movie follows Max's journey to find his owner, a dog named Max, and his journey to find his owner."
"Trouble with Harry, The (1955)",ml1m-images\2184.jpg,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","The movie Trouble with Harry is a drama film about a man named Harry who is convicted of murdering his wife and her lover. He is convicted and sentenced to life in prison. The film explores themes of racial inequality, family, and the consequences of a man's actions."
Falling Down (1993),ml1m-images\3020.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","Falling Down is a 1993 film about a man named Jack who is convicted of murdering his wife and her lover. He is sentenced to life in prison for the murder. Jack is convicted and sentenced to life in prison, but he is reunited with his wife and their children. The movie explores themes of family, loyalty, and the consequences of committing a crime."
Magnum Force (1973),ml1m-images\3682.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","Magnum Force is a 1972 action-adventure film about a group of astronauts who are sent on a mission to explore the unknown. They encounter various obstacles and obstacles, including a ruthless gangster who threatens to destroy their spacecraft and destroy their home. The film explores themes of alienation, sabotage, and the dangers of technology."
"Frighteners, The (1996)",ml1m-images\799.jpg,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Frighteners is a 1996 horror movie about a group of teenagers who are terrorized by a group of gangsters who are trying to steal their secrets. The movie follows their journey as they try to survive in a world where they are constantly being watched by the gangsters.
"Road to El Dorado, The (2000)",ml1m-images\3483.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","The movie Road to El Dorado is a story about a man named Jack who is stranded in the desert after a car accident. He is rescued by a local rancher and takes him on a journey to find his way back home. Along the way, he encounters various obstacles and challenges, including a ruthless gangster who seeks revenge on Jack for his actions. The movie explores themes of love, loss, and the human spirit."
